data,consumidores,consumo_kw,"temperatura_do_ar___bulbo_seco,_horaria_(c)",temperatura_do_ponto_de_orvalho_(c),temperatura_maxima_na_hora_ant._(aut)_(c),temperatura_minima_na_hora_ant._(aut)_(c),temperatura_orvalho_max._na_hora_ant._(aut)_(c),temperatura_orvalho_min._na_hora_ant._(aut)_(c),temp._ins._(c),temp._max._(c),temp._min._(c)
20221101,53,"6,587",,,,,,,,,
20151101,73,4116,,,,,,,,,
20131201,8039,16330,,,,,,,,,
20190601,473,"16596,685",,,,,,,,,
20140701,30,3,,,,,,,,,
20240101,4,511375,,,,,,,,,
20140601,6,1180,,,,,,,,,
20240501,3,23,,,,,,,,,
20240501,1221,"100384,013",,,,,,,,,
20171101,380,26,,,,,,,,,
20131201,13,234,,,,,,,,,
20160601,72,1862,,,,,,,,,
20130201,3768,7954,,,,,,,,,
20190801,85,"1,137",,,,,,,,,
20240901,34,"266,914",,,,,,,,,
20150801,3009,311,,,,,,,,,
20171001,16685,7785,,,,,,,,,
20230501,8,1219,,,,,,,,,
20140101,3472,1269,,,,,,,,,
20170401,304,419,,,,,,,,,
20120801,23,7087,,,,,,,,,
20160101,2991,1769,,,,,,,,,
20220501,121,"3,581",,,,,,,,,
20240101,3,"1081,552",,,,,,,,,
20190401,"48767,837","2214,546",,,,,,,,,
20221201,2379,242,,,,,,,,,
20121001,10772,6903,,,,,,,,,
20140301,49,2008,,,,,,,,,
20200801,98,"83,976",,,,,,,,,
20241101,1,"0,995",,,,,,,,,
20210201,1004,"1374,978",,,,,,,,,
20140901,9,10820,,,,,,,,,
20150201,260,4453,,,,,,,,,
20180301,124270,"18515,496",,,,,,,,,
20191001,19,,,,,,,,,,
20201001,765,"29235,413",,,,,,,,,
20150901,50,26,,,,,,,,,
20230301,44,"4644,11",,,,,,,,,
20110601,7,4,,,,,,,,,
20151101,1,6,,,,,,,,,
20160901,10,537,,,,,,,,,
20180301,569,16641,,,,,,,,,
20140301,465,10164,,,,,,,,,
20240601,14,"1,129",,,,,,,,,
20150701,10653,729,,,,,,,,,
20140701,11,1295,,,,,,,,,
20200701,630,42042,,,,,,,,,
20241001,1,"3480,105",,,,,,,,,
20131001,4,100,,,,,,,,,
20191201,625,"16,283",,,,,,,,,
20140801,763,25510,,,,,,,,,
20171101,4,22,,,,,,,,,
20140901,202,14402,,,,,,,,,
20210601,26,"678,999",,,,,,,,,
20151101,25,8668,,,,,,,,,
20230901,4,"84,695",,,,,,,,,
20130601,2,1,,,,,,,,,
20130201,29856,10312,,,,,,,,,
20211001,55,382,,,,,,,,,
20170801,4,166,,,,,,,,,
20190401,4,"6953,266",,,,,,,,,
20200901,191,"3024,609",,,,,,,,,
20210101,8633,2634,,,,,,,,,
20180701,18,"4,821",,,,,,,,,
20190801,1,"22,105",,,,,,,,,
20231201,205,"7872,691",,,,,,,,,
20241201,84,"6383,49",,,,,,,,,
20111001,45,590,,,,,,,,,
20220801,87412,"58250,228",,,,,,,,,
20190401,1657,"2874,198",,,,,,,,,
20230801,12,"623,044",,,,,,,,,
20190701,2,"3086,21",,,,,,,,,
20110401,22,1348,,,,,,,,,
20170201,6502,958,,,,,,,,,
20230801,1192,2428,,,,,,,,,
20200601,26516,"9152,415",,,,,,,,,
20110201,2114,445,,,,,,,,,
20190601,21,"12377,419",,,,,,,,,
20180501,82,9477,,,,,,,,,
20130901,,2,,,,,,,,,
20160701,2053,3380,,,,,,,,,
20210801,"1,285","406,184",,,,,,,,,
20160301,2,11281,,,,,,,,,
20130901,40087,26298,,,,,,,,,
20180801,2,"3803,979",,,,,,,,,
20121101,16,121,,,,,,,,,
20120301,4659,9813,,,,,,,,,
20220501,16221,"874,649",,,,,,,,,
20120201,1,837,,,,,,,,,
20230401,318,"613,293",,,,,,,,,
20110901,92,2100,,,,,,,,,
20160401,59763,46190,,,,,,,,,
20220301,720,"397,045",,,,,,,,,
20151201,6,9154,,,,,,,,,
20230901,52782,"3517,11",,,,,,,,,
20240301,15,"2346,911",,,,,,,,,
20210301,688,"27619,393",,,,,,,,,
20230601,2212,"1672,143",,,,,,,,,
20110201,1,,,,,,,,,,
20220301,35,"1840,843",,,,,,,,,
20180401,64,"2017,783",,,,,,,,,
20211201,48,"705,879",,,,,,,,,
20241201,655,"39142,479",,,,,,,,,
20111101,3,120662,,,,,,,,,
20180701,536,"5870,648",,,,,,,,,
20130401,265,10559,,,,,,,,,
20170101,64,2,,,,,,,,,
20120501,14527,3586,,,,,,,,,
20211001,297,1053,,,,,,,,,
20220501,16,"441,423",,,,,,,,,
20230101,10801,"9935,022",,,,,,,,,
2024/05/05,,,"19,3","15,7","20,1","19,3","15,9","15,5",,,
20140301,256,8522,,,,,,,,,
20240401,220,"3363,845",,,,,,,,,
20130901,123,28,,,,,,,,,
20190801,185,"58,404",,,,,,,,,
20170601,1,3,,,,,,,,,
2024/08/04,,,"18,5","13,2","18,9","16,9","13,3","12,7",,,
20241101,1,"1004,368",,,,,,,,,
20170301,5,43,,,,,,,,,
20200901,473221,"29033,378",,,,,,,,,
20110501,66,2804,,,,,,,,,
20240101,2,"2669,364",,,,,,,,,
20160801,2,2274,,,,,,,,,
20200701,14,1,,,,,,,,,
20110301,4074,6839,,,,,,,,,
20230601,5,131,,,,,,,,,
20140501,272,10359,,,,,,,,,
20171201,1,149,,,,,,,,,
20121001,60,1824,,,,,,,,,
20240601,3,"1,84",,,,,,,,,
20240301,1000,393,,,,,,,,,
20160601,1,8,,,,,,,,,
20161201,180,4478,,,,,,,,,
20180401,112081,"16005,304",,,,,,,,,
20221001,495,70,,,,,,,,,
20201001,569,"8183,168",,,,,,,,,
20120401,287,317,,,,,,,,,
20240301,5435,"15971,921",,,,,,,,,
20161101,62231,41053,,,,,,,,,
20240801,2,"8107,71",,,,,,,,,
20200901,43244,"5724,413",,,,,,,,,
20110301,,5797,,,,,,,,,
20200201,11,"5232,509",,,,,,,,,
20180301,745,"1165,423",,,,,,,,,
20230301,154,"4744,329",,,,,,,,,
20120801,6076,171,,,,,,,,,
20220201,2,,,,,,,,,,
20150801,14,5,,,,,,,,,
20150901,157536,11221,,,,,,,,,
20140401,40,36637,,,,,,,,,
20150901,40766,329,,,,,,,,,
20120201,4,"569492,73",,,,,,,,,
20201101,,31,,,,,,,,,
20231101,360,"40978,618",,,,,,,,,
20220601,55192,"16371,247",,,,,,,,,
20160201,19,,,,,,,,,,
20120201,1,"0,074",,,,,,,,,
20131101,8,21,,,,,,,,,
20140801,16,5,,,,,,,,,
20170201,55,8,,,,,,,,,
20241001,119241,"53112,367",,,,,,,,,
20230101,9,"92,313",,,,,,,,,
20170201,14799,6595,,,,,,,,,
20171101,7,18707,,,,,,,,,
20120401,13,11885,,,,,,,,,
20110601,19,30443,,,,,,,,,
20120801,117,23,,,,,,,,,
20190701,134769,"56886,618",,,,,,,,,
20120201,,230,,,,,,,,,
20220601,1,"54,573",,,,,,,,,
20120701,1,2841,,,,,,,,,
20210301,2475,"866,342",,,,,,,,,
20140101,30,1,,,,,,,,,
20240701,32,"9,882",,,,,,,,,
20191001,3,11368,,,,,,,,,
20180401,1,,,,,,,,,,
20121201,396,95,,,,,,,,,
20120901,182118,11831,,,,,,,,,
20120301,1,,,,,,,,,,
20140901,3,209,,,,,,,,,
2024/12/28,,,"19,6","18,7","19,9","19,6","18,9","18,7",,,
20190101,5,80,,,,,,,,,
20190401,55922,"23802,404",,,,,,,,,
20130401,9,1119,,,,,,,,,
20160901,2220,6912,,,,,,,,,
2024/03/24,,,"19,3","18,7","19,5","19,3","18,8","18,6",,,
20151201,32,955,,,,,,,,,
20171201,,109,,,,,,,,,
20200901,442,"54,726",,,,,,,,,
20241201,2,"57,656",,,,,,,,,
20171001,269,156,,,,,,,,,
20131001,1,4,,,,,,,,,
20170901,3,254,,,,,,,,,
20140801,4087,2180,,,,,,,,,
20200701,94,10860,,,,,,,,,
20141201,,122655,,,,,,,,,
20180901,254,"17,449",,,,,,,,,
20220701,99,"649,804",,,,,,,,,
20130501,124,10,,,,,,,,,
20110101,188687,10656,,,,,,,,,
20230401,8858,"1088,797",,,,,,,,,
20240101,5,"1,939",,,,,,,,,
20190501,"12,768","3,062",,,,,,,,,
20120101,280,6536,,,,,,,,,
20191001,3352,"-954,82",,,,,,,,,
20210301,19,"0,177",,,,,,,,,
20170301,51,2040,,,,,,,,,
20140801,2664,2752,,,,,,,,,
20220201,33036,"1681,674",,,,,,,,,
20240801,7,"104,242",,,,,,,,,
20231101,42,57,,,,,,,,,
20170501,73619,48183,,,,,,,,,
20160401,251,412,,,,,,,,,
20131201,8,117,,,,,,,,,
20230601,15,"1934,43",,,,,,,,,
20180901,1,"5734,38",,,,,,,,,
20231101,785,"19760,313",,,,,,,,,
20150101,139,3230,,,,,,,,,
2024/10/07,,,"25,4","12,3",28,"25,4","12,3","10,7",,,
20190901,15777,"1618,36",,,,,,,,,
20210101,7715,"1151,541",,,,,,,,,
20170101,1,267,,,,,,,,,
20210801,38,,,,,,,,,,
20230201,527,"103,668",,,,,,,,,
20200901,67,"2737,356",,,,,,,,,
20190601,29,"275,91",,,,,,,,,
20141101,698237,48875,,,,,,,,,
20160401,123,2103,,,,,,,,,
20211001,14,"362,877",,,,,,,,,
20241201,34,"9014,401",,,,,,,,,
20200701,1263,"2582,338",,,,,,,,,
20150601,6388,462,,,,,,,,,
20231001,68758,"2028,549",,,,,,,,,
20151001,14,10015,,,,,,,,,
20240801,56501,"21542,378",,,,,,,,,
20161001,17087,11757,,,,,,,,,
20211201,1,"3,977",,,,,,,,,
20110301,4688,22003,,,,,,,,,
20210801,2,"46,166",,,,,,,,,
20190601,106,"16,843",,,,,,,,,
20190801,1,331,,,,,,,,,
20170701,"573289,421","138329,903",,,,,,,,,
20190801,184662,45126,,,,,,,,,
20120401,11,191,,,,,,,,,
20150401,422,8534,,,,,,,,,
2024/11/20,,,"18,9","18,4",19,"18,9","18,4","18,2",,,
20160201,16443,1096540,,,,,,,,,
20150101,826,615,,,,,,,,,
20150401,6397,6753,,,,,,,,,
2024/07/04,,,"18,5","12,4","19,6","17,6","12,5",12,,,
20170501,31,133,,,,,,,,,
20110801,163,3058,,,,,,,,,
20210801,47,"9,129",,,,,,,,,
20201001,"141833,426","84772,987",,,,,,,,,
20180501,101,"395,548",,,,,,,,,
20201101,1,105,,,,,,,,,
20160801,291,4558,,,,,,,,,
20170901,573,253858,,,,,,,,,
20240701,1109,"21063,067",,,,,,,,,
20131201,1479,510,,,,,,,,,
20180901,128,"1760,567",,,,,,,,,
20151001,60223,14672,,,,,,,,,
20141201,1,3107,,,,,,,,,
20121001,10,7127,,,,,,,,,
20240301,8,"44,528",,,,,,,,,
20231201,4,"1711,76",,,,,,,,,
20150601,5869889,793152,,,,,,,,,
20180401,187,"6709,575",,,,,,,,,
20200601,12,2,,,,,,,,,
20120901,2,1488,,,,,,,,,
20160501,26250,1840,,,,,,,,,
20240901,6,"945,196",,,,,,,,,
20210801,2,"4330,023",,,,,,,,,
20200201,1424,"456,422",,,,,,,,,
20231101,441,"587,821",,,,,,,,,
20211101,"926326,185","77073,887",,,,,,,,,
20240801,14,"2,172",,,,,,,,,
20161001,7,106,,,,,,,,,
20211201,2708,"977,033",,,,,,,,,
20231001,347,"42003,618",,,,,,,,,
20210401,"39,954","111,94",,,,,,,,,
20170701,12,7,,,,,,,,,
20181101,1834,"49,89",,,,,,,,,
20190701,154,"6171,372",,,,,,,,,
20131001,1,14744,,,,,,,,,
20221101,262,5068,,,,,,,,,
20110901,493,25088,,,,,,,,,
20210901,"371,086","3531,087",,,,,,,,,
20200701,25,4200,,,,,,,,,
20170901,186,7221,,,,,,,,,
20240501,12,"103,88",,,,,,,,,
20150301,344,701,,,,,,,,,
20230601,22999,"5658,455",,,,,,,,,
20200401,,"0,599",,,,,,,,,
20180601,6,"143,55",,,,,,,,,
20200101,2,56662,,,,,,,,,
20230901,1,,,,,,,,,,
20161101,12,9847,,,,,,,,,
20200801,90,"1417,502",,,,,,,,,
20111101,143,3061,,,,,,,,,
20120701,318,"1863,105",,,,,,,,,
20220201,1,"6,02",,,,,,,,,
20191201,250,"21574,817",,,,,,,,,
20220401,,"84,077",,,,,,,,,
20210501,"719025,063","49451,308",,,,,,,,,
20140601,1,635,,,,,,,,,
20171001,56061,1661,,,,,,,,,
20180401,96521,"44253,078",,,,,,,,,
20211201,9,"1,259",,,,,,,,,
20120201,76,1582,,,,,,,,,
2024/07/18,,,"14,8","9,3",15,"12,5","9,7","8,3",,,
20170601,2276,785,,,,,,,,,
20200901,1,"0,03",,,,,,,,,
20241001,170,"25,297",,,,,,,,,
20161101,59,107,,,,,,,,,
20170801,166,247,,,,,,,,,
20160501,15794,4578,,,,,,,,,
20221101,26729,"6125,252",,,,,,,,,
20160701,5324,8836,,,,,,,,,
20140501,2,168,,,,,,,,,
20131201,1,7647,,,,,,,,,
20220601,237,"3620,299",,,,,,,,,
20201001,2302,"164,409",,,,,,,,,
20241001,12,"610,66",,,,,,,,,
20120401,164,4986,,,,,,,,,
20240201,431,"10573,122",,,,,,,,,
20221101,856,"19243,759",,,,,,,,,
20190601,12,377,,,,,,,,,
20180301,73,"13,707",,,,,,,,,
20161101,12789,22398,,,,,,,,,
20240101,241,"5230,046",,,,,,,,,
20230901,483,32,,,,,,,,,
20231101,120,"18,16",,,,,,,,,
20220901,15,"48873,493",,,,,,,,,
20110301,203,242,,,,,,,,,
20230601,817,"17265,017",,,,,,,,,
20140801,31,2,,,,,,,,,
20161101,92,123,,,,,,,,,
20140301,196,314,,,,,,,,,
20150801,28874,8288,,,,,,,,,
20180601,26917,"6557,528",,,,,,,,,
20150401,81886,11082,,,,,,,,,
20130901,6,2,,,,,,,,,
20210801,12623,"941,598",,,,,,,,,
20120301,11,3823,,,,,,,,,
20130401,172,9134,,,,,,,,,
20210901,4,1139,,,,,,,,,
20171001,594,36391,,,,,,,,,
20111201,84439,39629,,,,,,,,,
20240201,170,"37,818",,,,,,,,,
20170901,1,489,,,,,,,,,
20240901,308700,"3929,193",,,,,,,,,
20181101,8,4,,,,,,,,,
20210801,28,784,,,,,,,,,
20180201,4,"4095,027",,,,,,,,,
20180201,142,"1216,117",,,,,,,,,
20180501,7,2068,,,,,,,,,
20130301,1,167,,,,,,,,,
20200501,22346,"677,534",,,,,,,,,
20240101,464,"351,387",,,,,,,,,
20170501,462,10540,,,,,,,,,
20220501,423,6341,,,,,,,,,
20130701,871,1584,,,,,,,,,
20160301,38,4370,,,,,,,,,
20210701,10933,3822,,,,,,,,,
20240601,60035,"28574,727",,,,,,,,,
20190201,580,17,,,,,,,,,
20190301,2,331,,,,,,,,,
20210601,"697,405","11620,843",,,,,,,,,
20171101,8,92,,,,,,,,,
20140401,11,370,,,,,,,,,
20170601,6483,5671,,,,,,,,,
20230101,1429,3060,,,,,,,,,
20110401,4237,16391,,,,,,,,,
20230601,66890,1973,,,,,,,,,
20110801,7,370,,,,,,,,,
20230801,"453274,141","32894,85",,,,,,,,,
20240201,18361,"1219,339",,,,,,,,,
20130901,1015,864,,,,,,,,,
20160201,58770,38428,,,,,,,,,
20140601,18161,37619,,,,,,,,,
20191201,12,"9865,797",,,,,,,,,
20220401,1,3,,,,,,,,,
20150501,1,89,,,,,,,,,
2024/09/19,,,"27,5","8,4","29,4","27,5","8,4","7,1",,,
20180301,336,"11445,727",,,,,,,,,
20130801,7,2343,,,,,,,,,
20180101,243,6251,,,,,,,,,
20200501,7715,"3879,012",,,,,,,,,
20190701,5,"22,512",,,,,,,,,
20121001,3,1683,,,,,,,,,
20110901,280,104,,,,,,,,,
20220501,1,,,,,,,,,,
20110401,1,,,,,,,,,,
20180301,627951,89434,,,,,,,,,
20220301,4543,314,,,,,,,,,
20130201,402,17006,,,,,,,,,
20160101,1815,1313,,,,,,,,,
20160801,19759,11102,,,,,,,,,
20230701,8,"56,053",,,,,,,,,
20190401,11,"1025,67",,,,,,,,,
20161101,1080,37141,,,,,,,,,
20110701,4253,6997,,,,,,,,,
20140801,43680,3226,,,,,,,,,
20221201,2,"967,841",,,,,,,,,
20161001,7,76,,,,,,,,,
20230701,8177,"7377,973",,,,,,,,,
20190301,934,605,,,,,,,,,
20200501,767,"199,445",,,,,,,,,
20190301,48,286,,,,,,,,,
20200901,3,973,,,,,,,,,
20110701,817,33511,,,,,,,,,
20220601,318,"11855,983",,,,,,,,,
20121101,4398,630,,,,,,,,,
20200201,1,8872,,,,,,,,,
20111201,16629,1545837,,,,,,,,,
20121201,26849,7601,,,,,,,,,
20110501,2215,428,,,,,,,,,
20120301,46,1307,,,,,,,,,
20240601,274518,"107798,262",,,,,,,,,
20191001,2,467,,,,,,,,,
20201201,78,105,,,,,,,,,
20150801,21,485,,,,,,,,,
20220501,11421,"10924,716",,,,,,,,,
20140601,6,6783,,,,,,,,,
20181001,6,"200,023",,,,,,,,,
20211001,"735,444","95681,542",,,,,,,,,
20241101,64,"8,801",,,,,,,,,
20200801,225,"3776,23",,,,,,,,,
20130301,760,19104,,,,,,,,,
20151101,217,6,,,,,,,,,
20141101,12,199,,,,,,,,,
20181101,44916,"55321,174",,,,,,,,,
20130401,24,324,,,,,,,,,
20190701,83,22,,,,,,,,,
20180101,1,"1089,296",,,,,,,,,
2024/06/27,,,"26,4",8,"26,5",25,"8,9","7,3",,,
20120201,390,10632,,,,,,,,,
20110401,598,544,,,,,,,,,
20140501,3,1436,,,,,,,,,
20200601,95,"67,071",,,,,,,,,
20170701,29,8763,,,,,,,,,
20220501,218,"89423,685",,,,,,,,,
20190301,289,"133,513",,,,,,,,,
20190401,1,"1620,75",,,,,,,,,
20200401,184131,16972,,,,,,,,,
20170301,60056,9735,,,,,,,,,
2024/09/25,,,"32,5",4,"33,1","31,4","5,3","3,9",,,
20231001,1,"392,34",,,,,,,,,
20230901,1,"21,495",,,,,,,,,
20230901,6,"1085,384",,,,,,,,,
20140301,6,1,,,,,,,,,
20120901,7,,,,,,,,,,
20121001,9242,29886,,,,,,,,,
20191101,102,"27,412",,,,,,,,,
20110701,2381,4289,,,,,,,,,
20210501,344,"279,934",,,,,,,,,
20150301,2244,2631,,,,,,,,,
20120601,9690,4251,,,,,,,,,
20230101,207264,"14019,197",,,,,,,,,
20120101,42000,79957,,,,,,,,,
20220101,849,"487,248",,,,,,,,,
20150701,3,4,,,,,,,,,
20130201,3,47,,,,,,,,,
20231101,114027,54415,,,,,,,,,
20220801,16,"4907,171",,,,,,,,,
20130401,22,1405,,,,,,,,,
20140501,329931,44635,,,,,,,,,
20140901,5,873,,,,,,,,,
20150901,1530,18398,,,,,,,,,
20210301,21,"383,6",,,,,,,,,
20170901,2336,53795,,,,,,,,,
20220401,20,"23577,729",,,,,,,,,
20170601,33,18759,,,,,,,,,
20200301,4,"200,62",,,,,,,,,
20230101,"586,02","6971,045",,,,,,,,,
20240901,6272,"4569,52",,,,,,,,,
20130501,19595,645,,,,,,,,,
20201001,5,"1,779",,,,,,,,,
20110101,4438,7402,,,,,,,,,
20180901,110,"27458,503",,,,,,,,,
20241001,27,2773,,,,,,,,,
2024/09/27,,,"25,2","5,8","25,3","22,8","6,6","5,6",,,
20160201,12,243,,,,,,,,,
20240901,26,"445,853",,,,,,,,,
20140901,50,13,,,,,,,,,
20130801,17369,3268,,,,,,,,,
20180601,70834,"45139,386",,,,,,,,,
20201101,265,"58943,673",,,,,,,,,
2024/05/03,,,"26,4","15,7","28,4","26,4","17,2","15,4",,,
20211001,166,"3521,242",,,,,,,,,
20120601,9544,6656,,,,,,,,,
20220301,2553905,"365702,822",,,,,,,,,
20121201,28,1545,,,,,,,,,
20180601,20,"10,557",,,,,,,,,
20140901,15275,1119,,,,,,,,,
20240101,112057,"8217,061",,,,,,,,,
20211001,26,"1,335",,,,,,,,,
20140601,728,21540,,,,,,,,,
20210301,119,8450,,,,,,,,,
20191001,187466,"5281,483",,,,,,,,,
20111101,327,370,,,,,,,,,
20190101,4616,"1123,071",,,,,,,,,
20190201,33714,"999,523",,,,,,,,,
20161001,25,249,,,,,,,,,
20180801,33,"381,27",,,,,,,,,
20171201,3447,3566,,,,,,,,,
20141001,29,880,,,,,,,,,
20141201,258,34,,,,,,,,,
20141001,73768,18088,,,,,,,,,
20230401,11,"170,346",,,,,,,,,
20201001,17,"4,311",,,,,,,,,
20230901,399401,"28414,995",,,,,,,,,
20150201,"830,988",815,,,,,,,,,
20210401,95114,2837,,,,,,,,,
20120901,16250,7248,,,,,,,,,
20121101,50,9,,,,,,,,,
20120801,4,1578,,,,,,,,,
20130101,2,5,,,,,,,,,
20121201,3,1,,,,,,,,,
20150901,1,131,,,,,,,,,
20240601,5233,"1463195,384",,,,,,,,,
20140501,12,13810,,,,,,,,,
20181101,115,3,,,,,,,,,
2024/07/30,,,"22,6","8,1","27,1","22,6","9,1","6,2",,,
20171201,106506,39671,,,,,,,,,
20180801,9209,"15601,946",,,,,,,,,
20240701,19691,"26727,843",,,,,,,,,
20230701,219591,"75051,11",,,,,,,,,
20140401,1,26,,,,,,,,,
20161101,69,1467,,,,,,,,,
20150201,13,348,,,,,,,,,
20140601,1,19,,,,,,,,,
20230501,140025,"4169,593",,,,,,,,,
20170301,11,1672,,,,,,,,,
20140501,3,27,,,,,,,,,
20231201,1389,"40,425",,,,,,,,,
20200901,84,"64,457",,,,,,,,,
20170401,1091,58,,,,,,,,,
20170901,12,242,,,,,,,,,
20230801,19982,"8398,386",,,,,,,,,
20151201,479525,11299,,,,,,,,,
20180601,123,54,,,,,,,,,
20200201,59,"1598,283",,,,,,,,,
20240401,1,"40,389",,,,,,,,,
20121201,5,39744,,,,,,,,,
20180101,26,"66,978",,,,,,,,,
20240701,917282,"138831,451",,,,,,,,,
20160701,2,1,,,,,,,,,
20121201,1,,,,,,,,,,
20190701,194318,"93723,253",,,,,,,,,
20240701,40,"532,551",,,,,,,,,
20120801,7,117442,,,,,,,,,
20151201,13,51399,,,,,,,,,
20151201,1,1003,,,,,,,,,
20150501,7,698,,,,,,,,,
20130101,37094,24844,,,,,,,,,
20211101,1083,"37,633",,,,,,,,,
20151001,330,8149,,,,,,,,,
20130401,7634,1310,,,,,,,,,
20110501,69,16,,,,,,,,,
20170401,207,49,,,,,,,,,
20180401,9,10,,,,,,,,,
20180701,6,"68,387",,,,,,,,,
20130801,1,4,,,,,,,,,
20221201,1,27022,,,,,,,,,
20240101,355,"29721,239",,,,,,,,,
20110201,1419,7056,,,,,,,,,
20130901,62,4212,,,,,,,,,
20170601,1,3807,,,,,,,,,
20210601,13,"19,346",,,,,,,,,
20240301,1,3248,,,,,,,,,
20171001,1148,41026,,,,,,,,,
20200901,54,14,,,,,,,,,
20181001,8788,"18904,311",,,,,,,,,
20141201,4,7,,,,,,,,,
20230801,5,"1478,331",,,,,,,,,
20180901,1,"4,02",,,,,,,,,
20210901,3,"384,655",,,,,,,,,
20230601,4,"11895,472",,,,,,,,,
20150401,171,5801,,,,,,,,,
20241201,,110,,,,,,,,,
20240301,3,"3,485",,,,,,,,,
20170101,2,376,,,,,,,,,
20120501,75,5,,,,,,,,,
20140701,1,420,,,,,,,,,
20190801,10255,"289,63",,,,,,,,,
20210701,187,4024,,,,,,,,,
20210401,39608,14896,,,,,,,,,
20221201,6,"3836,551",,,,,,,,,
20180701,446,"30,631",,,,,,,,,
20190301,691931,"20666,41",,,,,,,,,
20180201,7,"44,67",,,,,,,,,
20130401,30272,9393,,,,,,,,,
20110301,41,2389,,,,,,,,,
20190101,4,"6194,67",,,,,,,,,
20110101,93228,22730,,,,,,,,,
20200801,637967,"93385,494",,,,,,,,,
20220401,,166,,,,,,,,,
20131101,5265,3301,,,,,,,,,
20120501,16161,69150,,,,,,,,,
20140701,2874014,191464,,,,,,,,,
20150501,1,20,,,,,,,,,
20120901,352184,8307,,,,,,,,,
20200501,978,"628,022",,,,,,,,,
20190901,17,"31,445",,,,,,,,,
20180301,54,"1,503",,,,,,,,,
20220901,81,"21,161",,,,,,,,,
20120101,149997,9921,,,,,,,,,
2024/01/03,,,"19,9","19,5",20,"19,4","19,7","19,1",,,
20230101,1799,"1397,973",,,,,,,,,
20130601,9664,6658,,,,,,,,,
20140701,2,2581,,,,,,,,,
20240801,1,,,,,,,,,,
20240901,880,"713,193",,,,,,,,,
20190101,228424,"148090,805",,,,,,,,,
20200401,1,"93,348",,,,,,,,,
20240801,14,"2800,909",,,,,,,,,
20130701,149,46,,,,,,,,,
20220501,205,"1870,952",,,,,,,,,
20230201,166965,"12215,147",,,,,,,,,
20170701,31117,13845,,,,,,,,,
20171001,5,56,,,,,,,,,
20170801,31,8,,,,,,,,,
2024/09/14,,,"20,3","7,6","20,5","20,1","7,7","7,6",,,
20181001,4,,,,,,,,,,
20120601,5210,2732,,,,,,,,,
20141101,11749,1352,,,,,,,,,
20180701,12,"208,479",,,,,,,,,
20210901,49,"758,5",,,,,,,,,
20140101,12,785,,,,,,,,,
20120401,229,8023,,,,,,,,,
20130701,39434,13138,,,,,,,,,
20210501,3,103,,,,,,,,,
20120601,16,24,,,,,,,,,
20180801,871386,126074,,,,,,,,,
20130501,5,109,,,,,,,,,
20220201,121970,"48700,338",,,,,,,,,
20161201,378,10,,,,,,,,,
20211201,8,"354,815",,,,,,,,,
20230701,1,"20,276",,,,,,,,,
20241001,33500,"20844,242",,,,,,,,,
20211201,1,393,,,,,,,,,
20231001,1,"205,525",,,,,,,,,
20210101,9,78,,,,,,,,,
20240101,"4056,715","1127,509",,,,,,,,,
20130801,161048,83094,,,,,,,,,
20170701,343,1611298,,,,,,,,,
20191101,14086,4349,,,,,,,,,
20210801,352,31840,,,,,,,,,
20220101,106,"2726,928",,,,,,,,,
20180101,5025,"293,76",,,,,,,,,
20131201,16,1813,,,,,,,,,
20130301,93,31,,,,,,,,,
20210701,11,381,,,,,,,,,
20121001,6934,"4775,153",,,,,,,,,
20221001,5,"16,799",,,,,,,,,
20120501,4407,480,,,,,,,,,
20240101,3,"711,922",,,,,,,,,
20230301,5,"17456,51",,,,,,,,,
20121201,79,2,,,,,,,,,
20161101,1732,124661,,,,,,,,,
20131201,29,2047,,,,,,,,,
20200801,399,"56,126",,,,,,,,,
20211201,1,"2,638",,,,,,,,,
20110401,1,,,,,,,,,,
20110901,73,1504,,,,,,,,,
20120201,102570,3073,,,,,,,,,
20150801,5226,1269,,,,,,,,,
20180301,4,"32,32",,,,,,,,,
20110301,244,72,,,,,,,,,
20231001,726,"19376,783",,,,,,,,,
20240201,54,"599,197",,,,,,,,,
20170201,2116,341,,,,,,,,,
20110201,1,2,,,,,,,,,
20230401,77,"4,874",,,,,,,,,
20210901,486195,"64014,612",,,,,,,,,
20210601,"22962,526","14100,523",,,,,,,,,
20110801,1,39,,,,,,,,,
20160701,16,616,,,,,,,,,
20141201,696,33850,,,,,,,,,
20220601,57537,"39144,844",,,,,,,,,
20161001,12,48,,,,,,,,,
20191001,3,"30463,715",,,,,,,,,
20151201,84,3060,,,,,,,,,
20240701,502,"156,445",,,,,,,,,
20160101,36,855,,,,,,,,,
20121001,429,11887,,,,,,,,,
20230101,2761,"1423,815",,,,,,,,,
20170401,68,2300,,,,,,,,,
20170201,709,51860,,,,,,,,,
20240701,8275,"3834,151",,,,,,,,,
20230201,"582,08","7407,606",,,,,,,,,
20220501,2,"0,391",,,,,,,,,
20150501,67,10,,,,,,,,,
20230501,6,"1018,792",,,,,,,,,
20161001,1,21,,,,,,,,,
20210301,216,"7697,923",,,,,,,,,
20151101,128881,7294,,,,,,,,,
20111201,1,1877,,,,,,,,,
20240301,11,"165603,56",,,,,,,,,
20240901,93725,"56656,42",,,,,,,,,
20220601,39,"9,282",,,,,,,,,
20230401,383,"10407,838",,,,,,,,,
20141101,4,49,,,,,,,,,
20110101,402072,98620,,,,,,,,,
